""	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"SV_153_NA"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"SV_154_Cytophagales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Fabibacter"	NA
"SV_155_Actinomycetales"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Actinomycetales"	"Microbacteriaceae"	"UBA1487"	"(GB_GCA_002325245.1)"
"SV_156_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"koll-22"	"UBA1494"	"(GB_GCA_002706365.1)"
"SV_157_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Vibrio"	"Vibrio_bivalvicida(RS_GCF_001188205.1)"
"SV_158_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	"Alteromonas"	NA
"SV_159_Caulobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Maricaulaceae"	"Maricaulis"	"Maricaulis_maris(RS_GCF_000014745.1)"
"SV_160_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Vibrio"	NA
"SV_161_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Brumimicrobium"	"(GB_GCA_002734085.1)"
"SV_162_Caulobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	"Henriciella"	"Henriciella_pelagia(RS_GCF_002088945.1)"
"SV_163_Pseudomonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Alcanivoracaceae"	"Alcanivorax"	"(RS_GCF_002864685.1)"
"SV_164_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	NA	NA	NA
"SV_165_Izimaplasmatales"	"Bacteria"	"Firmicutes"	"Bacilli"	"Izimaplasmatales"	"Izimaplasmataceae"	"Izimaplasma"	"(GB_GCA_000753575.1)"
"SV_166_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	"Alteromonas"	"(RS_GCF_001953635.1)"
"SV_167_Sphingomonadales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Citromicrobium"	"Citromicrobium_bathyomarinum(RS_GCF_001304795.1)"
"SV_168_Caulobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Maricaulaceae"	"Oceanicaulis"	"(RS_GCF_000152745.1)"
"SV_169_Caulobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Maricaulaceae"	"Oceanicaulis"	"Oceanicaulis_alexandrii(RS_GCF_000420265.1)"
"SV_170_Caulobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Maricaulaceae"	"Maricaulis"	"Maricaulis_maris(RS_GCF_000014745.1)"
"SV_171_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"SV_172_Pseudomonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Hahellaceae"	"Marinobacter"	NA
"SV_173_Sphingomonadales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	NA	NA
"SV_174_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"SV_175_Rhodospirillales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Thalassospiraceae"	"Thalassospira"	NA
"SV_176_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Fluviicola"	NA
"SV_177_Caulobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Maricaulaceae"	"Oceanicaulis"	"(RS_GCF_000152745.1)"
"SV_178_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	"Alteromonas"	NA
"SV_179_NA"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	NA	NA	NA	NA
"SV_180_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Tenacibaculum"	NA
"SV_181_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	"Alteromonas"	"(RS_GCF_001953635.1)"
"SV_182_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Psychroflexus"	NA
"SV_183_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"SV_184_Pseudomonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Alcanivoracaceae"	"Alcanivorax"	"Alcanivorax_nanhaiticus(RS_GCF_000756665.1)"
"SV_185_NA"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	NA	NA	NA	NA
"SV_186_Caulobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	"Henriciella"	"Henriciella_pelagia(RS_GCF_002088945.1)"
"SV_187_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	"Alteromonas"	"Alteromonas_australica(RS_GCF_000730385.1)"
"SV_188_Acholeplasmatales"	"Bacteria"	"Firmicutes"	"Bacilli"	"Acholeplasmatales"	NA	NA	NA
"SV_189_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"	NA
"SV_190_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"SV_191_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"EhC02"	"(RS_GCF_001650895.1)"
"SV_192_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Brumimicrobium"	"(GB_GCA_002734085.1)"
"SV_193_Rhizobiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Stappiaceae"	"Labrenzia"	NA
"SV_194_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"SV_195_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Tenacibaculum"	NA
"SV_196_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	"Pseudoalteromonas"	NA
"SV_197_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"EhC02"	"(RS_GCF_001650895.1)"
"SV_198_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	"Alteromonas"	"(RS_GCF_001953635.1)"
"SV_199_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	"UBA10364"	"(GB_GCA_002378005.1)"
"SV_200_Rhodospirillales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Thalassospiraceae"	"Thalassospira"	NA
"SV_201_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"SV_202_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"MS024-2A"	"(RS_GCF_000173095.1)"
"SV_203_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"SV_204_Pseudomonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halomonadaceae"	"Halomonas"	NA
"SV_205_Rhizobiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Stappiaceae"	"Pseudovibrio"	"Pseudovibrio_stylochi(RS_GCF_001562055.1)"
"SV_206_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Vibrio"	NA
"SV_207_Pseudomonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"Congregibacter"	"(RS_GCF_000158155.1)"
"SV_208_NA"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"SV_209_Caulobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Caulobacteraceae"	"Phenylobacterium"	"(GB_GCA_002256425.1)"
"SV_210_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	NA	NA
"SV_211_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"SV_212_Pseudomonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Halieaceae"	"IMCC3088"	"(RS_GCF_000204315.1)"
"SV_213_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	"Pseudoalteromonas"	"Pseudoalteromonas_arabiensis(RS_GCF_001550155.1)"
"SV_214_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Celeribacter"	NA
"SV_215_Nevskiales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nevskiales"	"Nevskiaceae"	"Polycyclovorans"	"Polycyclovorans_algicola(RS_GCF_000711245.1)"
"SV_216_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	"Alteromonas"	NA
"SV_217_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	"UBA10364"	"(GB_GCA_002378005.1)"
"SV_218_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	NA	NA
"SV_219_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"SV_220_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"	NA
"SV_221_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"SV_222_Caulobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	NA	NA
"SV_223_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Winogradskyella"	"(RS_GCF_001971725.1)"
"SV_224_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	"Pseudoalteromonas"	"Pseudoalteromonas_arabiensis(RS_GCF_001550155.1)"
"SV_225_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Brumimicrobium"	"(GB_GCA_002734085.1)"
"SV_226_Pseudomonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Saccharospirillaceae"	"Saccharospirillum"	"Saccharospirillum_impatiens(RS_GCF_000423605.1)"
"SV_227_Caulobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Maricaulaceae"	"Oceanicaulis"	"Oceanicaulis_alexandrii(RS_GCF_000420265.1)"
"SV_228_Sphingomonadales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingorhabdus"	NA
"SV_229_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Roseovarius"	"Roseovarius_mucosus(GB_GCA_000768555.3)"
"SV_230_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Vibrio"	NA
"SV_231_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Ruegeria_B"	"Ruegeria_B_pomeroyi(RS_GCF_000011965.2)"
"SV_232_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"MS024-2A"	"(RS_GCF_000173095.1)"
"SV_233_Pelagibacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Pelagibacterales"	"Pelagibacteraceae"	"Pelagibacter"	NA
"SV_234_Rhizobiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Stappiaceae"	"Labrenzia"	NA
"SV_235_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"SV_236_Rhizobiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Stappiaceae"	"Pseudovibrio"	"Pseudovibrio_stylochi(RS_GCF_001562055.1)"
"SV_237_Pelagibacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Pelagibacterales"	"Pelagibacteraceae"	"Fonsibacter"	NA
"SV_238_NA"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"SV_239_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	"Pseudoalteromonas"	NA
"SV_240_Rhizobiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	"(RS_GCF_001650025.1)"
"SV_241_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	NA	NA
"SV_242_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	NA	NA
"SV_243_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Vibrionaceae"	"Vibrio"	NA
"SV_244_Nevskiales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nevskiales"	"Nevskiaceae"	"Polycyclovorans"	"Polycyclovorans_algicola(RS_GCF_000711245.1)"
"SV_245_Pelagibacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Pelagibacterales"	"Pelagibacteraceae"	"Fonsibacter"	NA
"SV_246_Pseudomonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	NA	NA	NA
"SV_247_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	NA	NA	NA
"SV_248_Sphingomonadales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Citromicrobium"	"(RS_GCF_000186705.1)"
"SV_249_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	NA	NA
"SV_250_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	"Pseudoalteromonas"	NA
"SV_251_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	NA	NA
"SV_252_Sphingomonadales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Kordiimonadaceae"	"Kordiimonas"	"Kordiimonas_gwangyangensis(RS_GCF_000616065.1)"
"SV_253_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	NA	NA
"SV_254_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Tenacibaculum"	NA
"SV_255_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Tenacibaculum"	NA
"SV_256_Pseudomonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Spongiibacteraceae"	"Spongiibacter"	"Spongiibacter_tropicus(RS_GCF_000420325.1)"
"SV_257_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Poseidonocella"	NA
"SV_258_Sphingomonadales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Croceicoccus"	"Croceicoccus_marinus(RS_GCF_001661675.2)"
"SV_259_Pelagibacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Pelagibacterales"	"Pelagibacteraceae"	"Pelagibacter"	NA
"SV_260_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"	NA
"SV_261_Rhodospirillales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Thalassospiraceae"	"Thalassospira"	"(RS_GCF_000948415.1)"
"SV_262_Rhodospirillales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Thalassospiraceae"	"Thalassospira"	"Thalassospira_lohafexi(RS_GCF_002844235.1)"
"SV_263_Caulobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Maricaulaceae"	"Oceanicaulis"	"Oceanicaulis_alexandrii(RS_GCF_000420265.1)"
"SV_264_Pseudomonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Alcanivoracaceae"	"Alcanivorax"	"(RS_GCF_002864685.1)"
"SV_265_Rhodospirillales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Thalassospiraceae"	"Thalassospira"	NA
"SV_266_Sphingomonadales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Erythrobacter_A"	NA
"SV_267_NA"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	NA	NA	NA	NA
"SV_268_Chitinophagales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	"Haliscomenobacter"	"Haliscomenobacter_hydrossis(RS_GCF_000212735.1)"
"SV_269_Sneathiellales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sneathiellales"	"Sneathiellaceae"	"Sneathiella"	"(GB_GCA_002694385.1)"
"SV_270_Rhodospirillales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Thalassospiraceae"	"Thalassospira"	NA
"SV_271_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Octadecabacter"	NA
"SV_272_Rhizobiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	NA	NA
"SV_273_Rhizobiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Stappiaceae"	"Labrenzia"	NA
"SV_274_Rhizobiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Devosia"	NA
"SV_275_Rhizobiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	NA	NA	NA
"SV_276_Caulobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Caulobacterales"	"Hyphomonadaceae"	"Henriciella"	"Henriciella_pelagia(RS_GCF_002088945.1)"
"SV_277_Pseudomonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Alcanivoracaceae"	"Alcanivorax"	"(RS_GCF_002864685.1)"
"SV_278_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Octadecabacter"	NA
"SV_279_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Oceanicola"	"Oceanicola_granulosus(RS_GCF_000153305.1)"
"SV_280_Enterobacterales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Alteromonadaceae"	"Alteromonas"	"(RS_GCF_001953635.1)"
"SV_281_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"	NA
"SV_282_Sphingomonadales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Citromicrobium"	NA
"SV_283_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"	NA
"SV_284_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"UBA7446"	"(GB_GCA_002478685.1)"
"SV_285_Pseudomonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Saccharospirillaceae"	"Oleibacter"	"Oleibacter_marinus(RS_GCF_900156675.1)"
"SV_286_Sphingomonadales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingopyxis"	NA
"SV_287_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"SV_288_Rhodospirillales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Thalassospiraceae"	"Thalassospira"	NA
"SV_289_Pseudomonadales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	NA	NA	NA
"SV_290_Actinomycetales"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Actinomycetales"	"Microbacteriaceae"	"UBA1487"	"(GB_GCA_002325245.1)"
"SV_291_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Brumimicrobium"	"(GB_GCA_002734085.1)"
"SV_292_Rhizobiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Maritalea"	"Maritalea_myrionectae(RS_GCF_000423365.1)"
"SV_293_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Dokdonia"	"Dokdonia_donghaensis(RS_GCF_000152925.2)"
"SV_294_Rhizobiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Hoeflea"	NA
"SV_295_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"SV_296_Betaproteobacteriales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Betaproteobacteriales"	"Burkholderiaceae"	"Limnobacter"	"(RS_GCF_000170915.1)"
"SV_297_Betaproteobacteriales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Betaproteobacteriales"	"Methylophilaceae"	"BACL14"	"BACL14_sp2(RS_GCF_001044335.1)"
"SV_298_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Polaribacter"	NA
"SV_299_Nevskiales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nevskiales"	"Nevskiaceae"	"Polycyclovorans"	"Polycyclovorans_algicola(RS_GCF_000711245.1)"
"SV_300_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"SV_301_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Nautella"	NA
"SV_302_Cytophagales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Algoriphagus"	NA
"SV_303_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Kordia"	"Kordia_algicida(RS_GCF_000154725.1)"
"SV_304_Flavobacteriales"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"koll-22"	"UBA1494"	"(GB_GCA_002706365.1)"
"SV_305_Rhizobiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Devosiaceae"	"Pelagibacterium"	"Pelagibacterium_halotolerans(RS_GCF_900107865.1)"
"SV_306_Actinomycetales"	"Bacteria"	"Actinobacteriota"	"Actinobacteria"	"Actinomycetales"	"Microbacteriaceae"	NA	NA
"SV_307_Sphingomonadales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Sphingomonadales"	"Sphingomonadaceae"	"Sphingomonas"	NA
"SV_308_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	NA	NA
"SV_309_Rhizobiales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Hoeflea"	NA
"SV_310_Nevskiales"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nevskiales"	"Nevskiaceae"	"Polycyclovorans"	"Polycyclovorans_algicola(RS_GCF_000711245.1)"
"SV_311_Rhodobacterales"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodobacterales"	"Rhodobacteraceae"	"Jannaschia"	"Jannaschia_faecimaris(RS_GCF_900107415.1)"
